char_id,name,jp_name,main_color,side_color,type1,type2,voice_trans,updated_at,link_name
5253,Hachune Miku,はちゅねミク,Purple,,Recover,Single,,1641256762885,Hachune Miku
5319,Hijiri Rokudo,六道聖,Purple,,HP,Single,,1641256763179,Hijiri Rokudo
5245,Ichimatsu,一松,Purple,,Attack,Single,,1641256763345,Ichimatsu
5231,Ichiro Ogami,大神一郎,Purple,,Attack,Single,V5231,1641256763562,Ichiro Ogami
5339,Kirin ver. Witch Apprentice,キリン ver.魔女見習い,Purple,,Attack,Single,V5092,1641256764538,Kirin ver. Witch Apprentice
5377,Klug ver. PuyoTet2,クルーク ver.ぷよテト2,Purple,,Attack,Single,V5010,1641256765147,Klug ver. PuyoTet2
4380,Ecolo ver. PuyoTet2,エコロ ver.ぷよテト2,Yellow,,Balance,Single,V4022,1641256766352,Ecolo ver. PuyoTet2
4224,Egg Pawn (Yellow),エッグポーン（黄）,Yellow,,HP,Single,,1641256766520,Egg Pawn (Yellow)
4231,Erica Fontaine,エリカ・フォンティーヌ,Yellow,,Recover,Single,V4231,1641256766886,Erica Fontaine
5302,Goemon Ishikawa,石川五ェ門,Purple,,Attack,Single,,1641256768116,Goemon Ishikawa
5118,Gyura,ギューラ,Purple,,HP,Single,V5118,1641256768479,Gyura
4303,Ecolo ver. Zenigata,エコロ ver.銭形,Yellow,,HP,Single,V4022,1641256768642,Ecolo ver. Zenigata
5325,Gander,ガンダー,Purple,,Balance,Single,,1641256770830,Gander
5326,Gedo-kun,ゲドーくん,Purple,,Attack,Single,,1641256771011,Gedo-kun
4022,Ecolo,エコロ,Yellow,,Balance,Single,V4022,1656729836475,Ecolo
4415,Felt,フェルト,Yellow,,Balance,Single,V4415,1656515033170,Felt
5346,Tobio Kageyama,影山飛雄,Purple,,Balance,Single,V5346,1662332497244,Tobio Kageyama
4108,Fenneco,フェネコ,Yellow,,Balance,Single,,1673650647457,Fenneco
4369,Ecolo ver. Enma Daio,エコロ ver.閻魔大王,Yellow,,Balance,Single,V4022,1659477457758,Ecolo ver. Enma Daio/Yellow
4087,Elyon,エライオン,Yellow,,Balance,Single,,1670096277287,Elyon
5309,King Nikochan & Servant,ニコチャン大王＆家来,Purple,,HP,Single,,1673648847455,King Nikochan & Servant/Purple
4282,Amitie ver. P4,アミティ ver.P4,Yellow,,Attack,Single,V1010,1673569646458,Amitie ver. P4
3243,Dazzling Satan,まぶしいサタン,Green,Yellow,Balance,Single,V3022,1682864801964,Dazzling Satan
5080,Greco,グレコ,Purple,,Balance,Single,,1697500877616,Greco
4160,Gouki,ゴウキ,Yellow,,Balance,Single,,1702952656548,Gouki
4139,Elisa,エリサ,Yellow,,Recover,Single,V4139,1710161765986,Elisa
5064,Krimwool,クリムウール,Purple,,Recover,Single,,1710195981757,Krimwool
5233,Kouburisu,光武リス,Purple,,Balance,Single,,1687270335189,Kouburisu/Purple
4062,Ebelin,エベリン,Yellow,,Attack,Single,,1686743493582,Ebelin
5270,Gendourisu,ゲンドウリス,Purple,,Balance,Single,,1686270625911,Gendourisu
5010,Klug,クルーク,Purple,,Attack,Single,V5010,1710161165724,Klug
4395,Elizarisu,エリザリス,Yellow,,Balance,Single,,1686271226398,Elizarisu/Yellow
5037,Greap,グリープ,Purple,,Balance,Single,V5037,1710427669238,Greap
4207,Everything Pusler,なんでもプースラ,Yellow,,Balance,Single,,1702029666846,Pusler/Yellow
4392,Elizabeth,エリザベス,Yellow,,Recover,Single,,1686691286546,Elizabeth
4127,Bestoll,ベストール,Yellow,,Balance,Single,V4127,1699111484802,Bestoll
4064,Frauwool,フラウウール,Yellow,,Recover,Single,,1710195981718,Frauwool
4030,Frankensteins,こづれフランケン,Yellow,,HP,Single,V4030,1686574873247,Frankensteins
4243,Eminent Vartebra,たかみのバーテブラ,Yellow,,Balance,Single,V4031,1707948229387,Eminent Vartebra
5005,Fujiiro Chagama,ふじいろチャガマ,Purple,,Attack,Single,,1706489277428,Chagama/Purple
4008,Cait Sith,ふたごのケットシー,Yellow,,Attack,Single,,1701208137520,Cait Sith
5024,Ragnus,ラグナス,Purple,,HP,Single,V5024,1704283738303,Ragnus
4314,Dragondance Daiyu,龍人の演舞タイヨ,Yellow,,Attack,Single,V4077,1710603500138,Dragondance Daiyu
4116,Alex ver. Holy Night,アレックス ver.聖夜,Yellow,,Recover,Single,V4055,1703170504038,Alex ver. Holy Night
5051,Kerbey,ケルビィ,Purple,,Balance,Single,,1710437274680,Kerbey
4077,Daiyu,タイヨ,Yellow,,Attack,Single,V4077,1707555729199,Daiyu
4055,Alex,アレックス,Yellow,,Attack,Single,V4055,1704547209772,Alex
5086,Galatea,ガラテア,Purple,,Balance,Single,V5086,1704892426124,Galatea
5019,Gorgon,ゴルゴーン,Purple,,HP,Single,V5019,1710183974081,Gorgon
4230,Ex,エックス,Yellow,,Attack,Single,V4230,1679868111016,Ex
184419L,Genius Paprisu,てんさいパプリス（紫）,Purple,,NPC,--,,1641256771447,Genius Paprisu
5402,Faketoudara,ニセとうだら,Purple,,Balance,Single,V5402,1648784645146,Faketoudara
1173,Great Spirit Salamander,大精霊サラマンダー,Red,,Balance,Single,V1013,1661832499181,Great Spirit Salamander
5317,Giggly Ruda,ウフフなルーダ,Purple,Yellow,HP,Single,,1649797460719,Giggly Ruda
5366,Gegege no Kitaro,ゲゲゲの鬼太郎,Purple,Blue,Balance,Single,V5366,1673649448086,Gegege no Kitaro
2291,Sage of Verity Isabella,真理の賢者イザベラ,Blue,,Balance,Single,V2086,1649736260251,Sage of Verity Isabella
3291,Sage of Verity Dalida,真理の賢者ダリダ,Green,,Balance,Single,V3086,1649736260253,Sage of Verity Dalida
4291,Sage of Verity Severio,真理の賢者セヴィリオ,Yellow,,Balance,Single,V4086,1649736260309,Sage of Verity Severio
5291,Sage of Verity Galatea,真理の賢者ガラテア,Purple,,Balance,Single,V5086,1649736260315,Sage of Verity Galatea
3345,Chockening Kawatarou,チョコわるなカワタロウ,Green,Blue,Recover,Single,,1649542456789,Chockening Kawatarou
1022,Strange Klug,あやしいクルーク,Red,,Balance,Single,V1022,1678601111272,Strange Klug
5163,Ginka,ギンカ,Purple,,HP,Single,,1673650047826,Ginka
1115,Oleg,オレグ,Red,,HP,Single,,1649736860210,Oleg
2022,Ms. Accord,アコール先生,Blue,,Balance,Single,V2022,1666201456803,Ms. Accord
3022,Satan,サタン,Green,,Balance,Single,V3022,1656729836482,Satan
4257,Crescent Schezo,しんげつのシェゾ,Yellow,Purple,Attack,Single,V5012,1650854077292,Crescent Schezo
5420,Feli ver. Beatrice,フェーリ ver.ベアトリス,Purple,,HP,Single,V5420,1652299501362,Feli ver. Beatrice
3375,Masque the Great,マスク・ザ・グレート,Green,Yellow,Attack,Single,V4024,1651005279741,Masque the Great
1160,Subamaru,スバマル,Red,,Balance,Single,,1699994207648,Subamaru
5361,Goddess Athena (Saori Kido),女神アテナ(城戸沙織),Purple,,Recover,Single,V5361,1680117738186,Goddess Athena (Saori Kido)
2190,Primp Town Arle,プリンプタウンのアルル,Blue,,Recover,Single,V2012,1708893106219,Primp Town Arle
5185,Primp Town Klug,プリンプタウンのクルーク,Purple,,HP,Single,V5010,1699947998948,Primp Town Klug
4185,Primp Town Raffina,プリンプタウンのラフィーナ,Yellow,,HP,Single,V4010,1699947398758,Primp Town Raffina
4437,Panda,パンダ,Yellow,,Balance,Single,V4437,1693916685669,Panda
1429,EVA Unit-02,エヴァ2号機,Red,,HP,Single,,1692504164626,EVA Unit-02
2412,Raincloud Nine Sig,うきうきのシグ,Blue,Purple,Attack,Single,V2412,1696054741716,Raincloud Nine Sig
5022,Dark Arle,ダークアルル,Purple,,Balance,Single,V5022,1710185774736,Dark Arle
1351,Steam City Carbuncle,蒸気都市のカーバンクル,Red,,Recover,Single,,1700056012643,Steam City Carbuncle
3175,Outlander Hursh,異邦の魔人フルシュ,Green,,Recover,Single,V3175,1705862192432,Outlander Hursh
3437,Toge Inumaki,狗巻棘,Green,,Balance,Single,V3437,1688829261774,Toge Inumaki
5707,Golden Paprisu,きんぴかパプリス,Purple,,Balance,Single,,1686227415729,Golden Paprisu/Purple
4448,Doc Saitorisu,斎藤リスさん,Yellow,,Balance,Single,,1686271226146,Doc Saitorisu/Yellow
5050,Grinning Cat,わらいネコ,Purple,,HP,Single,,1710962333548,Grinning Cat
4406,Coco & Natts & Syrup,ココ&ナッツ&シロップ,Yellow,,Balance,Single,,1699358715975,Coco & Natts & Syrup
4174,Outlander Alex,異邦の童話アレックス,Yellow,,Balance,Single,V4174,1708732228411,Outlander Alex
4063,Bastia,バスティア,Yellow,,Balance,Single,,1710976135234,Bastia
5437,Maki Zenin,禪院真希,Purple,,Attack,Single,V5437,1688830461990,Maki Zenin
4438,Kento Nanami,七海建人,Yellow,,Balance,Single,V4438,1688830461996,Kento Nanami
2382,Light Marle,しろいマール,Blue,Yellow,HP,Single,V2382,1689916013314,Light Marle
4429,EVA Unit-08β,エヴァ8号機β,Yellow,,Balance,Single,,1692504164696,EVA Unit-08β
5059,Gilbert,ギルバート,Purple,,Attack,Single,V5059,1701961850346,Gilbert
5075,Pulco,プルコ,Purple,,Balance,Single,,1709527477486,Pulco
1412,Dark Schezo,くろいシェゾ,Red,Purple,Attack,Single,V1412,1696054741617,Dark Schezo
4075,Ruka,ルカ,Yellow,,Balance,Single,,1709517276067,Ruka
2185,Primp Town Sig,プリンプタウンのシグ,Blue,,Balance,Single,V2010,1705637763825,Primp Town Sig
2075,Fwarl,フワール,Blue,,Balance,Single,,1709512472612,Fwarl
4115,Maia,マイア,Yellow,,HP,Single,,1697721707046,Maia
5373,Kerorisu,ケロリス,Purple,,Balance,Single,,1705667767881,Kerorisu/Purple
2166,Ulika,ウリカ,Blue,,HP,Single,,1706697507475,Ulika
3365,Steam City Harpy,蒸気都市のハーピー,Green,,Recover,Single,V3365,1709742923106,Steam City Harpy
2063,Horua,ホルア,Blue,,Balance,Single,,1710986937464,Horua
3351,Steam City Satan,蒸気都市のサタン,Green,,HP,Single,V3351,1708893106231,Steam City Satan
3086,Dalida,ダリダ,Green,,Balance,Single,V3086,1704892425981,Dalida
2174,Outlander Grace,異邦の童話グレイス,Blue,,Balance,Single,V2174,1708732228292,Outlander Grace
1174,Outlander Rebecca,異邦の童話レベッカ,Red,,Balance,Single,V1174,1708732228294,Outlander Rebecca
5174,Outlander Chiquita,異邦の童話チキータ,Purple,,Balance,Single,V5174,1708732832592,Outlander Chiquita
3250,Hatsune Miku,初音ミク,Green,Blue,Balance,Single,,1708876879493,Hatsune Miku
5251,Grace ver. Megurine Luka,グレイス ver.巡音ルカ,Purple,,Recover,Single,V2055,1708881693098,Grace ver. Megurine Luka
5119,Grania,グラニア,Purple,,Balance,Single,,1709331848168,Grania
4344,Golden Tree Archwarlock Rozatte,金樹の大魔法使いローザッテ,Yellow,Green,Balance,Single,V4344,1658048233552,Golden Tree Archwarlock Rozatte
5352,Jungle Guide Kate,密林ガイドのケイト,Purple,Blue,Attack,Single,V2126,1651425886537,Jungle Guide Kate
2358,Valkyrie Ms. Accord,戦乙女アコール先生,Blue,Purple,Balance,Single,V2022,1674832090981,Valkyrie Ms. Accord
2431,Doraemon,ドラえもん,Blue,,HP,Single,V2431,1674832090947,Doraemon
2173,Great Spirit Undine,大精霊ウンディーネ,Blue,,Balance,Single,V2013,1656515033336,Great Spirit Undine
3313,Piscine Sada,おさかなのサダ,Green,Purple,Balance,Single,V3112,1663553647718,Piscine Sada
4173,Great Spirit Gnome,大精霊ノーム,Yellow,,Balance,Single,V4013,1661832499206,Great Spirit Gnome
4125,Emilion,エミリオン,Yellow,Red,Attack,Single,V4125,1673648251933,Emilion
5416,Anastasia Hoshin,アナスタシア・ホーシン,Purple,,HP,Single,V5416,1656514432994,Anastasia Hoshin
1428,Asuka ver. EVA Collab 2022,アスカ ver.エヴァコラボ2022,Red,,Attack,Single,,1656514433175,Asuka ver. EVA Collab 2022
4441,Masaharu Nio,仁王雅治,Yellow,,Recover,Single,V4441,1661167687385,Masaharu Nio
2311,Sea Skyline Klug,水平線のクルーク,Blue,Red,Attack,Single,V5010,1672437277066,Sea Skyline Klug
1442,Genichiro Sanada,真田弦一郎,Red,,Balance,Single,V1442,1673567847035,Genichiro Sanada
4312,Pure Benevolence Irene,はくあいのイレーヌ,Yellow,Purple,Attack,Single,V4083,1700444283124,Pure Benevolence Irene
2188,Primp Town Puubot,プリンプタウンのプーボ,Blue,,Recover,Single,V2180,1679927517366,Primp Town Puubot
2444,Roquier ver. Hyotei,ロキアー ver.氷帝,Blue,,Balance,Single,V5180,1703110493508,Roquier ver. Hyotei
3189,Primp Town Seo,プリンプタウンのセオ,Green,,HP,Single,V3180,1703110493320,Primp Town Seo
2438,Crowlas ver. Jujutsu High,クローラス ver.呪術高専,Blue,,Balance,Single,V2383,1703449559084,Crowlas ver. Jujutsu High
3192,Warlock Atari,魔法使いのあたり,Green,,NPC,--,,1703110491657,Warlock Atari
1026,Floré,フローレ,Red,,Recover,Single,V1026,1710185774734,Floré
2437,Satoru Gojo,五条悟,Blue,Red,Attack,Single,V2437,1685336948750,Satoru Gojo
5440,Jujurisu,じゅじゅリス,Purple,,Balance,Single,,1686270625335,Jujurisu/Purple
4440,Jujurisu,じゅじゅリス,Yellow,,Balance,Single,,1686271226221,Jujurisu/Yellow
3440,Jujurisu,じゅじゅリス,Green,,Balance,Single,,1686271227139,Jujurisu/Green
2440,Jujurisu,じゅじゅリス,Blue,,Balance,Single,,1686271228080,Jujurisu/Blue
2445,Teniprisu,テニプリス,Blue,,Balance,Single,,1686271228134,Teniprisu/Blue
1440,Jujurisu,じゅじゅリス,Red,,Balance,Single,,1686271828996,Jujurisu/Red
5026,Abyss,アビス,Purple,,Recover,Single,V5026,1710186375158,Abyss
1051,Phoeny,フェイニィ,Red,,Balance,Single,,1710437274265,Phoeny
1403,Chocolatious Hero Toule,チョコっと勇者のトゥール,Red,Blue,Balance,Single,,1701577801297,Chocolatious Hero Toule
3403,Rainy Day Velena,雨の日のベレーナ,Green,Purple,HP,Single,V3136,1686576676696,Rainy Day Velena
4436,Yuji Itadori,虎杖悠仁,Yellow,,Attack,Single,V4436,1688569441104,Yuji Itadori
1436,Nobara Kugisaki,釘崎野薔薇,Red,,Attack,Single,V1436,1688652247915,Nobara Kugisaki
5428,Shinji & Unit-01,シンジ＆初号機,Purple,Blue,Balance,Single,,1688657648819,Shinji & Unit-01
2436,Megumi Fushiguro,伏黒恵,Blue,,Balance,Single,V2436,1688829261692,Megumi Fushiguro
1437,Ryomen Sukuna,両面宿儺,Red,Purple,Attack,Single,V1437,1688829261697,Ryomen Sukuna
2404,Valkyries Arle & Carbuncle,戦乙女アルル＆カーバンクル,Blue,Yellow,Recover,Single,V2404,1707453711787,Valkyries Arle & Carbuncle
1175,Outlander Khan,異邦の魔人カーン,Red,,Recover,Single,V1175,1700056012645,Outlander Khan
5211,Great Hero Ragnus,大勇者ラグナス,Purple,Yellow,HP,Single,V5024,1700572097988,Great Hero Ragnus
3438,Bernard ver. Jujutsu High,ベルナール ver.呪術高専,Green,,Attack,Single,V3058,1689434739406,Bernard ver. Jujutsu High
1438,Suzaku ver. Jujutsu High,スザク ver.呪術高専,Red,,HP,Single,V1092,1689434739214,Suzaku ver. Jujutsu High
1439,Arle ver. Jujutsu High,アルル ver.呪術高専,Red,,Recover,Single,V2012,1689434739228,Arle ver. Jujutsu High
4439,Risukuma ver. Jujutsu High,りすくま ver.呪術高専,Yellow,,Recover,Single,V4018,1689434739506,Risukuma ver. Jujutsu High
5438,Korallia ver. Jujutsu High,コラリア ver.呪術高専,Purple,,HP,Single,V3132,1689435339643,Korallia ver. Jujutsu High
2191,Primp Town Hachi,プリンプタウンのハチ,Blue,,HP,Single,V2184,1709039544563,Primp Town Hachi
2175,Outlander Ayn,異邦の魔人アイン,Blue,,Recover,Single,V2175,1700056012737,Outlander Ayn
4175,Outlander Nur,異邦の魔人ヌール,Yellow,,Recover,Single,V4175,1700056012812,Outlander Nur
5175,Outlander Sultana,異邦の魔人スルターナ,Purple,,Recover,Single,V5175,1705475744434,Outlander Sultana
2083,Aldera,アルデラ,Blue,,Attack,Single,V2083,1702646019278,Aldera
5257,Moonlight Lyca,月光のライカー,Purple,Green,Attack,Single,V3037,1702126911441,Moonlight Lyca
4375,Futon Hunter Sphinx,おふとんハンタースフィンクス,Yellow,Green,Balance,Single,,1702152717413,Futon Hunter Sphinx
5436,Aoi Todo,東堂葵,Purple,,HP,Single,V5436,1703073275470,Aoi Todo
2192,Clinic Atari,診療所のあたり,Blue,,NPC,--,,1703110491802,Clinic Atari
1192,Bibliographer Atari,司書官のあたり,Red,,NPC,--,,1703110492093,Bibliographer Atari
4188,Primp Town Atari,プリンプタウンのあたり,Yellow,,Balance,Single,V4180,1703110492133,Primp Town Atari
5188,Primp Town Roquier,プリンプタウンのロキアー,Purple,,Attack,Single,V5180,1703110493649,Primp Town Roquier
2055,Grace,グレイス,Blue,,Attack,Single,V2055,1704547209570,Grace
1269,Amitie ver. PuyoAngel,アミティ ver.ぷよ使徒,Red,,HP,Single,,1663350208648,Amitie ver. PuyoAngel
2441,Keigo Atobe,跡部景吾,Blue,Purple,Attack,Single,V2441,1661167087395,Keigo Atobe
4442,Kintaro Toyama,遠山金太郎,Yellow,,Attack,Single,V4442,1660131474762,Kintaro Toyama
3442,Jin Akutsu,亜久津 仁,Green,,Attack,Single,V3442,1673569047150,Jin Akutsu
4428,Kaworu ver. EVA Collab 2022,カヲル ver.エヴァコラボ2022,Yellow,,Balance,Single,,1658479640034,Kaworu ver. EVA Collab 2022
2369,Ecolo ver. Enma Daio,エコロ ver.閻魔大王,Blue,,Balance,Single,V4022,1659476857822,Ecolo ver. Enma Daio/Blue
5369,Ecolo ver. Enma Daio,エコロ ver.閻魔大王,Purple,,Balance,Single,V4022,1659477457824,Ecolo ver. Enma Daio/Purple
3173,Great Spirit Sylph,大精霊シルフ,Green,,Balance,Single,V3013,1662085293229,Great Spirit Sylph
5441,Kunimitsu Tezuka,手塚国光,Purple,Blue,Balance,Single,V5441,1661167687391,Kunimitsu Tezuka
2443,Ryoma Echizen ver. US Rep,越前リョーマ ver.アメリカ代表,Blue,,Attack,Single,V1441,1660029467746,Ryoma Echizen ver. US Rep
5444,Tartar ver. Higa,タルタル ver.比嘉,Purple,,HP,Single,V2011,1660075668611,Tartar ver. Higa
1408,Amitie ver. Cure Dream,アミティ ver.キュアドリーム,Red,,Attack,Single,,1678017840460,Amitie ver. Cure Dream
3443,Kuranosuke Shiraishi,白石蔵ノ介,Green,,Balance,Single,V3443,1660031867707,Kuranosuke Shiraishi
2430,Rulue ver. Misato,ルルー ver.ミサト,Blue,,HP,Single,V1012,1662341497434,Rulue ver. Misato
3430,Ally ver. PuyoEVA,アリィ ver.ぷよエヴァ,Green,,Recover,Single,V3047,1662341497485,Ally ver. PuyoEVA
1444,Prince Salde ver. Seigaku,さかな王子 ver.青学,Red,,Recover,Single,V4011,1674928692303,Prince Salde ver. Seigaku
5382,Oceanfront Grace,りんかいのグレイス,Purple,Red,HP,Single,V5382,1678274068087,Oceanfront Grace
4382,Wishing Star Amitie,ねがいぼしのアミティ,Yellow,Red,HP,Single,V4382,1673718448915,Wishing Star Amitie
1409,Draco ver. Cure Rouge,ドラコ ver.キュアルージュ,Red,,HP,Single,,1678017840535,Draco ver. Cure Rouge
4408,Lidelle ver. Cure Lemonade,リデル ver.キュアレモネード,Yellow,,Balance,Single,,1678017840685,Lidelle ver. Cure Lemonade
5365,Steam City Ms. Accord,蒸気都市のアコール先生,Purple,,Attack,Single,V5365,1678583708500,Steam City Ms. Accord
4364,Steam City Ragnus,蒸気都市のラグナス,Yellow,,HP,Single,V4364,1678584909684,Steam City Ragnus
3182,Wanbot,ワンボ,Green,,,,,1666695265818,Wanbot/Green
1432,Papi,パピ,Red,,Balance,Single,,1665939206898,Papi
3432,Rokoroko,ロコロコ,Green,,HP,Single,,1665939277251,Rokoroko
4431,Nobita,のび太,Yellow,,Balance,Single,V4431,1665939320156,Nobita
5431,Gian,ジャイアン,Purple,,Attack,Single,V5431,1665939341903,Gian
4430,Ecolo ver. Gendou,エコロ ver.ゲンドウ,Yellow,,HP,Single,V4022,1673650648993,Ecolo ver. Gendou
2317,RisukuMaguro,りすくまぐろせんぱい,Blue,Yellow,HP,Single,,1663061047016,RisukuMaguro
4182,Wanbot,ワンボ,Yellow,,,,,1666695265863,Wanbot/Yellow
5182,Wanbot,ワンボ,Purple,,,,,1666695265884,Wanbot/Purple
135106,Steam City Carbuncle,蒸気都市のカーバンクル,Red,,Recover,Single,,1664038477613,Steam City Carbuncle
5442,Kazuya Tokugawa,徳川カズヤ,Purple,,Balance,Single,V5442,1692504164716,Kazuya Tokugawa
3311,Resort Work Seo,リゾートワークのセオ,Green,Yellow,Balance,Single,V3180,1703110493216,Resort Work Seo
1441,Ryoma Echizen,越前リョーマ,Red,Blue,Attack,Single,V1441,1705637763729,Ryoma Echizen
2433,Lemres ver. Doraemon,レムレス ver.ドラえもん,Blue,,Recover,Single,V3018,1684754419543,Lemres ver. Doraemon
5411,Seaside Abyss,シーサイドのアビス,Purple,,Recover,Single,V5026,1710625702059,Seaside Abyss
1273,Stardrift Onion Pixie & Oniko,ほしめぐりのおにおん＆おに子,Red,Yellow,HP,Single,,1705637163391,Stardrift Onion Pixie & Oniko
2432,Arle ver. Doraemon,アルル ver.ドラえもん,Blue,,Attack,Single,V2012,1684755019634,Arle ver. Doraemon
3441,Seiichi Yukimura,幸村精市,Green,Yellow,Balance,Single,V3441,1684767620769,Seiichi Yukimura
5445,Teniprisu,テニプリス,Purple,,Balance,Single,,1686270625317,Teniprisu/Purple
1415,Reinhard van Astrea,ラインハルト・ヴァン・アストレア,Red,Yellow,Attack,Single,V1415,1705637763580,Reinhard van Astrea
4445,Teniprisu,テニプリス,Yellow,,Balance,Single,,1686271226210,Teniprisu/Yellow
3445,Teniprisu,テニプリス,Green,,Balance,Single,,1686271227150,Teniprisu/Green
3448,Doc Saitorisu,斎藤リスさん,Green,,Balance,Single,,1686271227188,Doc Saitorisu/Green
2448,Doc Saitorisu,斎藤リスさん,Blue,,Balance,Single,,1686271228146,Doc Saitorisu/Blue
1445,Teniprisu,テニプリス,Red,,Balance,Single,,1686271828993,Teniprisu/Red
3382,Celestial Blade Legamünt,星剣のレガムント,Green,Purple,Attack,Single,V3382,1710200782705,Celestial Blade Legamünt
2442,Shusuke Fuji,不二周助,Blue,,HP,Single,V2442,1690252096390,Shusuke Fuji
2374,Horned Recruiter Iyo,ツノさがしのイヨ,Blue,Green,Balance,Single,,1703220315085,Horned Recruiter Iyo
3079,Swordfighter Lidelle,剣士リデル,Green,,Balance,Single,V3010,1697722907357,Swordfighter Lidelle
3255,Uncanny Sabik,おかしなサビク,Green,Blue,Recover,Single,V5114,1698807241690,Uncanny Sabik
5160,Shijima,シジマ,Purple,,Balance,Single,,1699653366538,Shijima
3411,Flower Bed Lidelle,はなののリデル,Green,Purple,Recover,Single,V3411,1703076884575,Flower Bed Lidelle
1166,Annalina,アンナリーナ,Red,,HP,Single,,1706697507472,Annalina
1447,Schezo Barnaby & Wild Black Tiger,シェゾバーナビー＆ワイルドブラックタイガー,Red,Green,Balance,Single,V1447,1708292778885,Schezo Barnaby & Wild Black Tiger
4444,Bahar ver. U-17,バハール ver.U-17,Yellow,,Attack,Single,V4059,1710603500364,Bahar ver. U-17
5173,Great Spirit Frau,大精霊フラウ,Purple,,Balance,Single,V5013,1666836867866,Great Spirit Frau
1401,Love Hunter Rafisol,ラブハンターラフィソル,Red,Purple,Recover,Single,,1667256874897,Love Hunter Rafisol
1182,Wanbot,ワンボ,Red,,,,,1666695265727,Wanbot/Red
2182,Wanbot,ワンボ,Blue,,,,,1666695265757,Wanbot/Blue
1431,Shizuka,しずか,Red,,Balance,Single,V1431,1673650648799,Shizuka
1087,Mantoheehee,マントヒヒ,Red,,Balance,Single,,1670096277159,Mantoheehee
2422,Tropical Lugo,トロピカルなルゴー,Blue,Red,Attack,Single,V1090,1672493525224,Tropical Lugo
3431,Suneo,スネ夫,Green,,Attack,Single,V3431,1673650648821,Suneo
3433,Doraemon & Puyopuyo,ドラえもん＆ぷよぷよ,Green,,Balance,Single,V2431,1673650648868,Doraemon & Puyopuyo
3428,Mari ver. EVA Collab 2022,マリ ver.エヴァコラボ2022,Green,,Balance,Single,,1673650649074,Mari ver. EVA Collab 2022
1449,Steam City Gogotte,蒸気都市のゴゴット,Red,,Balance,Single,V1449,1678585509847,Steam City Gogotte
4140,Fenneco ver. Courage Test,フェネコ ver.きもだめし,Yellow,,Balance,Single,,1673648847627,Fenneco ver. Courage Test
2140,Giorno ver. Courage Test,ジョーノ ver.きもだめし,Blue,,Balance,Single,,1673648847696,Giorno ver. Courage Test
2428,Rei ver. EVA Collab 2022,レイ ver.エヴァコラボ2022,Blue,,Recover,Single,,1673650649022,Rei ver. EVA Collab 2022
3408,Genbu ver. Cure Mint,ゲンブ ver.キュアミント,Green,,Recover,Single,,1678017840657,Genbu ver. Cure Mint
5446,Fire Emblem & Sky High,ファイヤーエンブレム＆スカイハイ,Purple,Red,HP,Single,V5446,1698363790600,Fire Emblem & Sky High
2452,Mepple & Mipple,メップル&ミップル,Blue,,Balance,Single,,1699359316218,Mepple & Mipple
5172,Uldoradd,ウルドラッド,Purple,,Recover,Single,,1698507805351,Uldoradd
1293,Valkyrie Doppelganger Arle,戦乙女ドッペルゲンガーアルル,Red,Yellow,Attack,Single,V1293,1703076284312,Valkyrie Doppelganger Arle
5453,Pollunrisu,ポルンリス,Purple,,Balance,Single,,1686270625258,Pollunrisu/Purple
1176,Pearly Hell Prince Isin,純白の魔界王子イシン,Red,,Attack,Single,,1710189377126,Pearly Hell Prince Isin
4228,Resounding Narukami,ひびきあうナルカミ,Yellow,Green,HP,Single,V4093,1703562380690,Resounding Narukami
4225,Nightowl Algar,よふかしのアルガー,Yellow,Blue,Recover,Single,V5127,1696040340235,Nightowl Algar
4372,Ringo ver. Sakura Kinomoto,りんご ver.木之本桜,Yellow,,Balance,Single,V1018,1705584354347,Ringo ver. Sakura Kinomoto
2434,Suketoudara ver. Doraemon,すけとうだら ver.ドラえもん,Blue,,HP,Single,V1006,1684754419419,Suketoudara ver. Doraemon
1180,Zero,ゼロ,Red,,Balance,Single,V1180,1703109890578,Zero
5364,Steam City Chico,蒸気都市のチコ,Purple,,HP,Single,V5364,1682905605411,Steam City Chico
5225,Holy Tree Fighter Ryatafu,聖樹の拳士リャタフー,Purple,Green,Recover,Single,V5225,1711285777724,Holy Tree Fighter Ryatafu
2255,Year of the Rabbit Friede,うさぎどしのフリード,Blue,Green,HP,Single,V3067,1704201515101,Year of the Rabbit Friede
3404,Miracle Charmy Draco,ミラクルチャーミードラコ,Green,Red,Attack,Single,V3404,1704200314650,Miracle Charmy Draco
5448,Doc Saitorisu,斎藤リスさん,Purple,,Balance,Single,,1686270625276,Doc Saitorisu/Purple
4453,Pollunrisu,ポルンリス,Yellow,,Balance,Single,,1686271226147,Pollunrisu/Yellow
3453,Pollunrisu,ポルンリス,Green,,Balance,Single,,1686271227196,Pollunrisu/Green
2453,Pollunrisu,ポルンリス,Blue,,Balance,Single,,1686271228188,Pollunrisu/Blue
1448,Doc Saitorisu,斎藤リスさん,Red,,Balance,Single,,1686271829060,Doc Saitorisu/Red
2446,Blue Rose & Golden Ryan,ブルーローズ＆ゴールデンライアン,Blue,Yellow,Balance,Single,V2446,1689611764536,Blue Rose & Golden Ryan
1382,Horror Night Nero,ホラーナイトのネロ,Red,Yellow,Attack,Single,V1382,1710889726705,Horror Night Nero
