alias,char_id,updated_at,internal,card_type
blue rock puyo,2501,1708521527694,1,character
yellow large puyo,4501,1702112509491,1,character
sufu,2021,1641242249541,,character
suke,1006,1641242249546,,character
suke ver. culprit,1238,1641242249552,,character
suke ver. puyochron,1219,1641242249557,,character
suke ver. puyotet2,1379,1641242249565,,character
rpg risukuma,3210,1641242249813,,character
nina-chan,5298,1641242249831,,character
ubyakko,4234,1641242249840,,character
udalida,3213,1641242249845,,character
ulemres,3040,1641242249849,,character
ulidelle,3046,1641242249854,,character
uyue,5258,1641242249858,,character
udarle,5345,1641242249863,,character
uedgar,1404,1641242249868,,character
aecolo,5049,1641242249872,,character
katsura,5391,1641242247305,,character
lagnus ver. ichiro,5232,1641242247330,,character
gintama ragnus,4393,1641242247345,,character
ljarne,2243,1641242247354,,character
legaman,4203,1641242247364,,character
krlega,4425,1641242247374,,character
lemonkey,4020,1641242247383,,character
bourbon lemres,3241,1641242247388,,character
ppt2 lemres,3378,1641242247392,,character
precure lidelle,4408,1641242247401,,character
l&b,4412,1641242247410,,character
lhrafisol,1401,1641242247419,,character
lsally,5234,1641242247429,,character
lselma,5273,1641242247434,,character
lsfeli,5038,1641242247439,,character
lsperuvis,5227,1641242247444,,character
lsrulue,1045,1641242247450,,character
lsserilly,2048,1641242247455,,character
lally,3383,1641242247469,,character
luna and artemis,1294,1641242247480,,character
lupin,2302,1641242247485,,character
red lupin,1303,1641242247490,,character
lux ver. hn,4074,1641242247495,,character
lycan,2028,1641242247500,,character
mggreap,2344,1641242247505,,character
staff raffina,4242,1641242247631,,character
green saturn puyo,3501,1641242247666,,character
ryo hazuki,1396,1659473257753,1,character
otomo prince,3290,1660699079499,1,character
red saturn puyo,1501,1641242247686,,character
orilly,2242,1641242248067,,character
okhilda,4352,1641242248091,,character
omaile,1151,1641242248100,,character
obert,1384,1641242248105,,character
oalex,4174,1641242248114,,character
ochiquita,5174,1641242248123,,character
ograce,2174,1641242248128,,character
omatthew,3384,1641242248133,,character
omiriam,4384,1641242248138,,character
obecca,1174,1641242248147,,character
orichard,2384,1641242248156,,character
osully,5384,1641242248161,,character
minato arisato,2275,1641242248181,,character
akira,1279,1641242248212,,character
phantom thief liresil,3312,1641242248243,,character
phartmann,1360,1641242248252,,character
punica,4148,1641242248257,,character
psmaguro,2042,1641242248262,,character
psada,3313,1641242248268,,character
pbwacht,2298,1641242248273,,character
players yu and rei,5321,1641242248309,,character
pwgalatea,2313,1641242248318,,character
fisher scylla,1047,1641242248333,,character
s2,1315,1641242248342,,character
popo & mushiking,3412,1641242248347,,character
pamitie,1262,1641242248352,,character
plagnus,5034,1641242248366,,character
prince salde canarl shellbrick the third,4011,1641242248386,,character
pringles,1298,1641242248395,,character
priscilla,1416,1641242248400,,character
pubo,2180,1641242248405,,character
rabbit tera,2375,1641242248420,,character
bunny uto,5241,1641242248429,,character
rwynn,3242,1641242248435,,character
haikyuu raffina,5349,1641242248440,,character
ppt2 raffina,4377,1641242248447,,character
tsukuyomi raffina,4426,1641242248462,,character
kerotie and amitie,3422,1641242248572,,character
richard ver. hn,2091,1641242248584,,character
ringo bingo,3344,1641242248589,,character
scarby,4262,1641242248910,,character
dark prince ver. ppt,3229,1641242248931,,character
satan ver. ppt2,3380,1641242248941,,character
gintama schezo,2393,1641242248950,,character
ppt2 schezo,5376,1641242248969,,character
cafe schezo,5238,1641242248978,,character
shirtless yamato,3364,1641242248983,,character
crafi,2411,1641242249059,,character
sharkchelo,2335,1641242249069,,character
sdmeili,1402,1641242249078,,character
shigu,2289,1641242249087,,character
shimu,3021,1641242249097,,character
shinichi,1274,1641242249103,,character
shinjiro,1277,1641242249108,,character
shinpachi,3390,1641242249113,,character
shinpachi ver. klug,3392,1641242249118,,character
kita,2386,1641242249123,,character
takasugi,1391,1641242249128,,character
shouyou,1346,1641242249144,,character
shouyou & tobio,1385,1641242249153,,character
specolo,5383,1641242249258,,character
spklug,3211,1641242249268,,character
sprulue,1266,1641242249277,,character
dollegs,1355,1641242249306,,character
sc ally,4351,1641242249325,,character
sckiki,1365,1641242249355,,character
blue small puyo,2501,1708521527674,1,character
yellow small puyo,4501,1702112509475,1,character
steam klug,5299,1641242249363,,character
scaccord,5365,1641242249387,,character
scpoi,5351,1641242249396,,character
scrisu,4300,1641242249422,,character
scrulue,1297,1641242249435,,character
scsatan,3351,1641242249441,,character
scschezo,5297,1641242249448,,character
scseriri,2365,1641242249453,,character
aya,1022,1641242249485,,character
possessed klugmatsu,3247,1641242249499,,character
kamen rider strange klug,5426,1641242249508,,character
ysk,4226,1641242250032,,character
eishuu,2077,1641242250040,,character
you,1163,1641242250044,,character
yoki,5021,1641242250047,,character
yoruichi,5260,1641242250052,,character
yosuke,3277,1641242250056,,character
inkyou,5077,1641242250060,,character
green comet puyo,3501,1641242247666,,character
red rock puyo,1501,1641242247686,,character
mrafisol,5289,1641242247764,,character
mzenon,1352,1641242247773,,character
otohime seriri,2242,1641242248067,,character
mkhilda,4352,1641242248091,,character
oalbert,1384,1641242248105,,character
olex,4174,1641242248114,,character
omiri,4384,1641242248138,,character
orebecca,1174,1641242248147,,character
osullivan,5384,1641242248161,,character
owynn,3174,1641242248171,,character
owl bear,2008,1641242248176,,character
minato,2275,1641242248181,,character
ralpina,4426,1641242248462,,character
ramfisol,1419,1641242248477,,character
rain-sheltering jarne,2205,1641242248498,,character
ran,4237,1641242248508,,character
rebecca ver. hn,1116,1641242248513,,character
rebecgun,1281,1641242248519,,character
ramitie,1049,1641242248524,,character
rwitch,1289,1641242248530,,character
recolo,4212,1641242248536,,character
rei-ndeer,5212,1641242248541,,character
kerotie,3422,1641242248572,,character
aringo,3344,1641242248589,,character
lupin ringo,2303,1641242248600,,character
ppt2 ringo,1378,1641242248615,,character
ringo ver. sakura,4372,1641242248624,,character
risukuma ver. ppt2,4378,1641242248679,,character
subaris,5419,1641242248689,,character
rharpy,3201,1641242248698,,character
roco ver. hn,3074,1641242248707,,character
tails roco,4222,1641242248713,,character
reruru,5134,1641242248718,,character
rhrulue,4374,1641242248723,,character
rokia,5180,1641242248729,,character
roze,4211,1641242248734,,character
sovgalatea,5291,1641242248809,,character
sov izzy,2291,1641242248820,,character
sov severio,4291,1641242248838,,character
santa rozatte,4316,1641242248873,,character
sansta,1313,1641242248883,,character
santa dark prince,3038,1641242248891,,character
satan and carbuncle,4262,1641242248910,,character
dark prince ver. ppt2,3380,1641242248941,,character
schezo ver. gintoki sakata,2393,1641242248950,,character
kuromi schezo,5202,1641242248959,,character
haikyuu schezo,1348,1641242248964,,character
schezo ver. ppt2,5376,1641242248969,,character
chewy,3364,1641242248983,,character
ssabyss,5411,1641242249001,,character
swagisol,2411,1641242249059,,character
shigu sig,2289,1641242249087,,character
gintama shinsuke,1391,1641242249128,,character
shizu,2262,1641242249139,,character
hinata,1346,1641242249144,,character
shouyou and tobio,1385,1641242249153,,character
snlulisia,2403,1641242249224,,character
sharpy,3034,1641242249233,,character
sonia ver. wa,2339,1641242249239,,character
secolo,5383,1641242249258,,character
sparklug,3211,1641242249268,,character
summer rulue,1266,1641242249277,,character
doremi spica,4339,1641242249286,,character
doll legs,1355,1641242249306,,character
scallops,4351,1641242249325,,character
scamitie,1299,1641242249334,,character
scarle,2297,1641242249339,,character
scdraco,3297,1641242249344,,character
scfeli,5300,1641242249349,,character
sckikimora,1365,1641242249355,,character
scklug,5299,1641242249363,,character
sclemres,3300,1641242249373,,character
sclidelle,3299,1641242249377,,character
scmaguro,2300,1641242249382,,character
steam city accord,5365,1641242249387,,character
scpopoi,5351,1641242249396,,character
scraffina,4299,1641242249405,,character
scringo,1300,1641242249413,,character
scris,4300,1641242249422,,character
scserilly,2365,1641242249453,,character
steam city salde,4365,1641242249462,,character
scsig,2299,1641242249470,,character
scwitch,4297,1641242249475,,character
suotomo,2241,1641242249479,,character
slug,1022,1641242249485,,character
possessed klug ver. woz,5426,1641242249508,,character
ysatan,4049,1641242250025,,character
ysklug,4226,1641242250032,,character
ryo,1396,1641242248775,,character
ryou,4319,1641242248784,,character
skull,4280,1641242248790,,character
sovdalida,3291,1641242248800,,character
blue moon puyo,2501,1708521527703,1,character
yellow star puyo,4501,1702112509520,1,character
sov galatea,5291,1641242248809,,character
sovizzy,2291,1641242248820,,character
sovnero,1291,1641242248829,,character
sovseverio,4291,1641242248838,,character
smroza,4316,1641242248873,,character
ssans,1313,1641242248883,,character
stanta,3038,1641242248891,,character
satan and carby,4262,1641242248910,,character
dark prince ver. puyotet2,3380,1641242248941,,character
chewy yamato,3364,1641242248983,,character
sarle,2364,1641242248992,,character
sabyss,5411,1641242249001,,character
srafi,2411,1641242249059,,character
mascot michelo,2335,1641242249069,,character
smeili,1402,1641242249078,,character
shigumon,2289,1641242249087,,character
hinata & kageyama,1385,1641242249153,,character
shursh,3355,1641242249162,,character
sigtaro,5368,1641242249171,,character
shigun,2282,1641242249180,,character
sig ver. ppt,2230,1641242249185,,character
sig ver. ppt2,2377,1641242249190,,character
snluli,2403,1641242249224,,character
spacecolo,5383,1641242249258,,character
sklug,3211,1641242249268,,character
srulue,1266,1641242249277,,character
spica ver. wa,4339,1641242249286,,character
sdraco,3036,1641242249295,,character
speruvis,5240,1641242249301,,character
sjulia,1355,1641242249306,,character
plug,1022,1641242249485,,character
plugmatsu,3247,1641242249499,,character
krsklug,5426,1641242249508,,character
scrisukuma,4300,1641242249422,,character
steam city seriri,2365,1641242249453,,character
scsalde,4365,1641242249462,,character
possessed klug,1022,1641242249485,,character
possessed klug (fever),1190,1641242249494,,character
slugmatsu,3247,1641242249499,,character
kamen rider possessed klug,5426,1641242249508,,character
yaya,4226,1641242250032,,character
yue (cc),2370,1641242250064,,character
yu,5011,1641242250097,,character
yu & rei ver.ratman,2368,1641242250105,,character
sringo,1411,1641242249615,,character
shico,4422,1641242249630,,character
tee and o,5380,1641242249739,,character
tilura ver. wa,4340,1641242249749,,character
kageyama,5346,1641242249754,,character
rpg lemres,4210,1641242249785,,character
rpg feli,5210,1641242249795,,character
thringo,1210,1641242249804,,character
tsrisukuma,3210,1641242249813,,character
festie,4298,1641242249944,,character
wvzara,1312,1641242249952,,character
afeli,1212,1641242249960,,character
snake genbu,3335,1641242250017,,character
onesie prince,4049,1641242250025,,character
yayashi,4226,1641242250032,,character
vragnus,5213,1641242249894,,character
valentines aegis,4273,1641242249903,,character
vfred,5244,1641242249910,,character
varle,4201,1641242249915,,character
vdarle,2203,1641242249919,,character
varby,2404,1641242249923,,character
vcosta,3240,1641242249937,,character
wbestoll,4298,1641242249944,,character
wfeli,1212,1641242249960,,character
witch ver. arale,1307,1641242249980,,character
rezero witch,4419,1641242249988,,character
witch ver. ppt2,4376,1641242249996,,character
witch ver. wb,4048,1641242250004,,character
wgchico,4043,1641242250008,,character
wynn ver. hn,3116,1641242250013,,character
slithering genbu,3335,1641242250017,,character
omelet,4049,1641242250025,,character
yellow s.klug,4226,1641242250032,,character
yue (ccs),2370,1641242250064,,character
yue (ppq),4101,1641242250074,,character
yukari,3275,1641242250082,,character
ycosta,3205,1641242250086,,character
ysig,2034,1641242250090,,character
yukiko,1278,1641242250092,,character
yu and rei,5011,1641242250097,,character
yu and rei ver. ratman,2368,1641242250105,,character
krzerotwo,4423,1673701498939,,character
girl guide raffina,5412,1662618796807,1,character
大精霊フラウ,5173,1666836867925,1,character
white marle,2382,1655946821495,1,character
zero (fever),1191,1651469687635,1,character
ゼロ (フィーバー),1191,1651469687636,1,character
serendipitous ally,2266,1673568446812,1,character
trend girl nina-chan,5298,1676295050375,1,character
スルターナ ver.ミルキィローズ,5408,1678017840772,1,character
seo (fever),3189,1654005333879,1,character
セオ (フィーバー),3189,1654005333881,1,character
亜久津 仁,3442,1673569047196,1,character
おかしなサビク,3255,1698807241813,1,character
ドグ,1131,1682804194565,1,character
rozema/materials,3127,1711130352785,1,material
arle,2012,1699358715940,1,character
steam city minotauros,2351,1703081085567,1,character
しろいマール,2382,1689916013373,1,character
砂の雪ダルマ(黄),3311,1703110493414,1,material
bernard ver. jujutsu high,3438,1689434739488,1,character
ベルナール ver.呪術高専,3438,1689434739489,1,character
アルル,2012,1699358715941,1,character
異邦の魔人アイン,2175,1700056012777,1,character
キキーモラ,1024,1704283138195,1,character
suneo,3431,1673650648862,1,character
マリ ver.エヴァコラボ2022,3428,1673650649114,1,character
りすくまぐろせんぱい,2317,1663061047061,1,character
prince salde ver. seigaku,1444,1674928692342,1,character
さかな王子 ver.青学,1444,1674928692342,1,character
tea time maguro,2256,1662341497396,1,character
emil,3145,1673569046804,1,character
osultana,5175,1669004288792,,character
wanbot/green,3182,1666695265855,1,character
wanbot/purple,5182,1666695265932,1,character
dschezo,1412,1671734093242,,character
noalgar,4225,1670379933077,,character
great spirit frau,5173,1666836867921,1,character
fhsphinx,4375,1672493676589,,character
jjk bernard,3438,1672493940992,,character
r9sig,2412,1672494319116,,character
tokugawa,5442,1672494651681,,character
zerotwo,4423,1673701508767,,character
wanbot/yellow,4182,1666695265906,1,character
ワイルドタイガー&バーナビー・ブルックスjr.,3446,1672235674429,1,character
メイクアップシエル,2286,1657039441827,1,character
risukumaguro/materials,2317,1663061047056,1,material
スネ夫,3431,1673650648863,1,character
メロロ,3131,1653771928110,1,character
mr. saitorisu,5448,1668059689012,1,character
roquier (fever),5188,1654004731927,1,character
ロキアー (フィーバー),5188,1654004731927,1,character
gtarozatte,4344,1672493702911,,character
nanami,4438,1672493985082,,character
クイーニャ,1130,1655946821335,1,character
yotr friede,2255,1672215378153,,character
great spirit sylph,3173,1662085293267,1,character
大精霊シルフ,3173,1662085293267,1,character
great spirit undine,2173,1656515033384,1,character
大精霊ウンディーネ,2173,1656515033385,1,character
new year friede,2255,1672215385401,,character
scragnus,4364,1672494348364,,character
sclagnus,4364,1672494355460,,character
steam city lagnus,4364,1672494361217,,character
kazuya,5442,1672494689325,,character
onur,4175,1669004380676,,character
evamitie,1269,1672877529293,,character
mr. saitorisu/red,1448,1668059088927,1,character
kuranosuke shiraishi,3443,1660031867753,1,character
白石蔵ノ介,3443,1660031867754,1,character
ryoma,1441,1666131606643,,character
エミール,3145,1673569046804,1,character
メップル&ミップル,2452,1699359316282,1,character
ブルーローズ&ゴールデンライアン,2446,1689611764581,1,character
kotaro katsura,5391,1693760670211,1,character
nagisa misumi,5450,1699419343496,1,character
あまあまのレムレス,3305,1711285777596,1,character
桂小太郎&エリザベス,5391,1693760670211,1,character
sugary sweet lemres,3305,1711285777595,1,character
シグ,2010,1697871129773,1,character
ドッペルゲンガーアルル,1029,1686573670141,1,character
ラフィーナ,4010,1710182173545,1,character
flourishing witch,3266,1704254930686,1,character
蒸気都市のミノタウロス,2351,1703081085570,1,character
light marle,2382,1689916013372,1,character
crybaby jester pollux,4255,1695956933764,1,character
虎徹&バーナビー,3446,1692414757993,1,character
toshiro hijikata,5390,1684815625855,1,character
斎藤リスさん,1448,1686271829090,1,character
taningoat,5087,1710163567021,1,character
lidelle,3010,1710431271561,1,character
harpy,3024,1704283738532,1,character
おかしなレムレス,3040,1686574872544,1,character
uncanny lemres/materials,3040,1686574872524,1,material
uncanny lemres,3040,1686574872544,1,character
wild tiger & barnaby brooks jr.,3446,1692414757993,1,character
korallia ver. jujutsu high,5438,1689435339715,1,character
コラリア ver.呪術高専,5438,1689435339716,1,character
泣き虫ピエロのポルックス,4255,1695956933772,1,character
うきうきのシグ,2412,1696054741783,1,character
kotetsu & barnaby,3446,1692414757992,1,character
holy tree fighter ryatafu,5225,1711285777773,1,character
raincloud nine sig,2412,1696054741782,1,character
halloweenie medical bag,3255,1698807241795,1,material
cure black,5450,1699419343508,1,character
美墨なぎさ,5450,1699419343498,1,character
キュアブラック,5450,1699419343509,1,character
ルルーの義理チョコ,1045,1702266742856,1,material
outlander ayn,2175,1700056012776,1,character
outlander nur,4175,1700056012868,1,character
異邦の魔人ヌール,4175,1700056012869,1,character
癒しの天使ニナ,5332,1701352769453,1,character
ピョンでもないうさぎ,2255,1704201515190,1,material
roquier ver. hyotei,2444,1703110493635,1,character
ロキアー ver.氷帝,2444,1703110493637,1,character
shio,4071,1710446284906,1,character
ダリダ,3086,1704892426068,1,character
シェゾバーナビー&ワイルドブラックタイガー,1447,1708292778983,1,character
李苺鈴,4370,1705844791017,1,character
elnath,2113,1707071970637,1,character
光るブレスレット,3127,1711130352786,1,material
scmino,2351,1667356388702,,character
make up ciel,2286,1657039441826,1,character
mr. black and he is thomas,4446,1668051288762,1,character
kaito kid,2237,1659536258627,1,character
vdoppel,1293,1675094890564,,character
mr. saitorisu/blue,2448,1668059088938,1,character
shinichi kudo,1274,1659536858525,1,character
マル秘の設計図,2317,1663061047057,1,material
tartar ver. higa,5444,1660075668650,1,character
タルタル ver.比嘉,5444,1660075668650,1,character
atari (fever),4188,1654005333809,1,character
あたり (フィーバー),4188,1654005333809,1,character
dugtt,1136,1673650647714,1,character
ゴールドプレセペ,1362,1657684627466,1,character
puubot (fever),2188,1654005333883,1,character
プーボ (フィーバー),2188,1654005333884,1,character
pastel white feli,5305,1678713601808,1,character
masaharu nio,4441,1661167687421,1,character
仁王雅治,4441,1661167687422,1,character
fblidelle,3411,1665169390338,,character
chocolatey meloro,1255,1678460687505,1,character
fwitch,3266,1671975425577,,character
yotrfriede,2255,1672233673447,,character
チョコあじのメロロ,1255,1678460687506,1,character
rokoroko,3432,1665939277291,1,character
ofgrace,5382,1666132327663,,character
ecolo ver. gendou,4430,1673650649040,1,character
steam city ragnus,4364,1678584909720,1,character
蒸気都市のラグナス,4364,1678584909721,1,character
puutari,4358,1666724139373,,character
mtg,3375,1672493727008,,character
jjk korallia,5438,1672494006628,,character
mlyca,5257,1672494407073,,character
keigo,2441,1672494739264,,character
atobe,2441,1672494744441,,character
ptsig,2185,1673282466838,,character
あやしいクルーク,1022,1678601111332,1,character
エコロ ver.ゲンドウ,4430,1673650649041,1,character
vdgarle,1293,1675094900708,,character
ロコロコ,3432,1665939277291,1,character
kaworu ver. eva collab 2022,4428,1658479640068,1,character
カヲル ver.エヴァコラボ2022,4428,1658479640069,1,character
ダークじゃないアルル,5345,1666181656632,1,character
ryoma echizen ver. us rep,2443,1660029467782,1,character
越前リョーマ ver.アメリカ代表,2443,1660029467785,1,character
rulue ver. misato,2430,1662341497475,1,character
ルルー ver.ミサト,2430,1662341497475,1,character
htfryatafu,5225,1670457133945,,character
naanli,4131,1653771928118,1,character
プリンプタウンのロキアー,5188,1703110493711,1,character
プリンプタウンのレムレス,3186,1679967721004,1,character
primp town atari,4188,1703110492347,1,character
primp town roquier,5188,1703110493709,1,character
昴&トーマス,4446,1707629536267,1,character
pollun & lulun,3452,1699359316274,1,character
subaru & thomas,4446,1707629536247,1,character
jujurisu/yellow,4440,1686271226256,1,character
uldoradd,5172,1698507805399,1,character
rulue's giri choco,1045,1702266742837,1,material
flower bed lidelle,3411,1703076884627,1,character
はなののリデル,3411,1703076884628,1,character
krust ver. hw,2167,1706348262708,1,character
steam city otomo,3449,1682905605388,1,character
outlander sultana,5175,1705475744524,1,character
mckenna,3172,1705704973977,1,character
rainy day velena,3403,1686576676743,1,character
雨の日のベレーナ,3403,1686576676743,1,character
uncanny_sabik/materials,3255,1698807241796,1,material
space ecolo,5383,1707332486419,1,character
jujurisu/purple,5440,1686270625370,1,character
jujurisu/green,3440,1686271227164,1,character
jujurisu/blue,2440,1686271228113,1,character
jujurisu,1440,1686271829023,1,character
jujurisu/red,1440,1686271829025,1,character
じゅじゅリス,1440,1686271829026,1,character
mr. ブラック&ヒーイズトーマス,4446,1707629536245,1,character
doppelganger arle/materials,1029,1686573670137,1,material
ハーピー,3024,1704283738533,1,character
jaan/materials,2029,1708744238251,1,material
mr. black & he is thomas,4446,1707629536266,1,character
shinji & unit-01,5428,1688657648855,1,character
シンジ&初号機,5428,1688657648855,1,character
ハロウィンな診察カバン,3255,1698807241797,1,material
yue,4101,1705953419968,1,character
melville,5135,1701529195863,1,character
お月見レッタ,2151,1700515691805,1,character
cure white,2450,1699419343487,1,character
snowy night lulisia,2403,1703307330755,1,character
ベニオボロタケのエキス,1066,1702183323464,1,material
pusler/red,1207,1702029666734,1,character
異邦の魔人スルターナ,5175,1705475744536,1,character
hachi/materials,2184,1706108839499,1,material
meiling li,4370,1705844791012,1,character
sakura kinomoto & kero-chan ver. rocket beat,4293,1707948228524,1,character
hed ver. hw,1088,1708744238113,1,character
聖樹の拳士リャタフー,5225,1711285777774,1,character
ms. accord,2022,1666201456863,1,character
kunimitsu tezuka,5441,1661167687424,1,character
手塚国光,5441,1661167687424,1,character
pbirene,4312,1666467665954,,character
ロクヒナタタケ,3066,1659534458591,1,material
ran mori,4237,1659536258733,1,character
ptpuubot,2188,1672234170835,,character
gruda,5317,1672493762954,,character
toru amuro,4240,1659536258744,1,character
top secret schematics,2317,1663061047056,1,material
horn hunter iyo,2374,1661746097605,1,character
maki,5437,1672494022591,,character
rwseo,3311,1672494434390,,character
mr. saitorisu/green,3448,1668059688948,1,character
mr. saitorisu/yellow,4448,1668059689014,1,character
kintaro,4442,1672494759691,,character
toyama,4442,1672494766546,,character
ptraffina,4185,1673282632721,,character
さかな王子 ver.ぷよクロ,4219,1673647048070,1,character
meloro's chef hat,1255,1678460687504,1,material
great spirit gnome,4173,1661832499238,1,character
大精霊ノーム,4173,1661832499238,1,character
chocolatey meloro/materials,1255,1678460687511,1,material
sslemres,3305,1678710122241,,character
rbsakura,4293,1674183139418,,character
lsklug,4305,1679317078156,,character
sukuna,1437,1666472143857,,character
seiichi,3441,1667441164914,,character
mr. saitorisu/purple,5448,1668059689015,1,character
tjpollux,4255,1675094966969,,character
hrxianghua,1318,1669604585539,,character
atabot,4358,1666724164693,,character
gsgnome,4173,1675776424734,,character
erin,2128,1659392856568,1,character
lagnus,5024,1653395121553,1,character
usabik,3255,1665628566787,,character
schezo ver. toru amuro (poirot),5238,1659475057786,1,character
shoyo hinata,1346,1659475057821,1,character
gssalamander,1173,1672493781457,,character
nobara,1436,1672494040925,,character
ssklug,2311,1672494448009,,character
tezuka,5441,1672494786834,,character
christmas ryatafu,5225,1670457169253,,character
アコール先生,2022,1666201456863,1,character
シズナギ,2262,1673650048052,1,character
kintaro toyama,4442,1660131474854,1,character
遠山金太郎,4442,1660131474854,1,character
otsukimi knight hilda,4352,1663355008858,1,character
horn hunter iyo/materials,2374,1661746097602,1,material
doraemon & puyopuyo,3433,1673650648893,1,character
scotomo,3449,1677621723906,,character
hnnero,1382,1664511114255,,character
cbw,5452,1677857093834,,character
ポルン&ルルン,3452,1699359316275,1,character
プリンプタウンのあやしいクルーク,1190,1681089235750,1,character
primp town lemres,3186,1679967721004,1,character
primp town feli,5186,1679928117909,1,character
プリンプタウンのフェーリ,5186,1679928117910,1,character
ネイサン&キース,5446,1698363790637,1,character
ウンディーネ,2013,1689468343132,1,character
ミラス ver.hw,5167,1698800039744,1,character
リゾートワークのセオ,3311,1703110493394,1,character
lyle,3102,1680154341453,1,character
キュアホワイト,2450,1699419343488,1,character
atari & puubot,4358,1706740120633,1,character
蒸気都市のオトモ,3449,1682905605390,1,character
まっしろいフェーリ,5305,1684072712695,1,character
雪城ほのか,2450,1699419343488,1,character
satoru gojo,2437,1685336948791,1,character
五条悟,2437,1685336948791,1,character
nathan & keith,5446,1698363790633,1,character
あたり&プーボ,4358,1706740120634,1,character
seo,3180,1703110493154,1,character
アンナリーナ,1166,1706697507536,1,character
puubot,2180,1697814720739,1,character
fire emblem & sky high,5446,1698363790636,1,character
スペース エコロ,5383,1707332486420,1,character
ragnus,5024,1704283738390,1,character
たこやき屋のルルー,1038,1686573670456,1,character
なつやすみのエリサ,4404,1710161766035,1,character
kazuya tokugawa,5442,1692504164761,1,character
徳川カズヤ,5442,1692504164763,1,character
ふっくらオムライス,5180,1703110493598,1,material
ファイヤーエンブレム&スカイハイ,5446,1698363790637,1,character
otsukimi letta,2151,1700515691800,1,character
牛若丸,2374,1703220315176,1,material
ushiwakamaru,2374,1703220315168,1,material
たいりょくプースラ,3207,1702029666976,1,character
annalina,1166,1706697507534,1,character
legendary futon,4375,1702152717542,1,material
futon hunter sphinx,4375,1702152717503,1,character
futon hunter sphinx/materials,4375,1702152717543,1,material
伝説のおふとん,4375,1702152717544,1,material
ツノさがしのイヨ,2374,1703220315187,1,character
月光のライカー,5257,1702126911489,1,character
moonlight lyca,5257,1702126911488,1,character
おふとんハンタースフィンクス,4375,1702152717505,1,character
lovestruck rulue/materials,1045,1702266742866,1,material
ストルナム ver.hw,2088,1707177597109,1,character
costu'michelo,2335,1652813710807,1,character
asuka ver. eva collab 2022,1428,1656514433245,1,character
アスカ ver.エヴァコラボ2022,1428,1656514433245,1,character
steam city ally,4351,1673649448061,1,character
shizunagi,2262,1673650048051,1,character
ドラえもん&ぷよぷよ,3433,1673650648894,1,character
ally ver. puyoeva,3430,1662341497510,1,character
アリィ ver.ぷよエヴァ,3430,1662341497512,1,character
gtaroza,4344,1666911622769,,character
chtoule,1403,1672492938901,,character
shinjifest,5428,1665668912415,,character
ptarle,2190,1672493814799,,character
jjk risukuma,4439,1672494066119,,character
メロロのコックぼうし,1255,1678460687512,1,material
おさかなのサダ,3313,1663553647764,1,character
piscine sada,3313,1663553647764,1,character
jjk ris,4439,1672494072725,,character
panda ris,4439,1672494077306,,character
panda risukuma,4439,1672494081413,,character
sdonions,1273,1672494473461,,character
vaccord,2358,1667658738157,,character
kuranosuke,3443,1672494807144,,character
cure atari,5451,1677857107313,,character
shiraishi,3443,1672494815026,,character
pwfeli,5305,1678710134465,,character
pikatori,4447,1668095022220,,character
ptaya,1190,1679317096489,,character
valentine aegis/materials,4273,1673569047546,1,material
fpkinomoto,4293,1674183196110,,character
mjpollux,4255,1675094982277,,character
speco,5383,1679611071728,,character
graffina,5412,1662619408475,,character
lavish treasure box,3313,1663553647750,1,material
豪華な玉手箱,3313,1663553647750,1,material
fluttering hagoromo (purple),3313,1663553647768,1,material
ひらひらの羽衣(紫),3313,1663553647768,1,material
piscine sada/materials,3313,1663553647768,1,material
ragnus ver. ichiro ogami,5232,1653396321553,1,character
勇者のふくびき券,5232,1653396321557,1,material
ragnus ver. ichiro ogami/materials,5232,1653396321567,1,material
ふしぎなバッテリー,2180,1697814720759,1,material
primp town seo,3189,1703110493446,1,character
プリンプタウンのセオ,3189,1703110493447,1,character
ウィッチ,4012,1697860927691,1,character
pearl white feli,5305,1684072712692,1,character
エコロミ,2292,1688303021441,1,character
fufufu,3006,1704237520715,1,character
cure black & cure white,5452,1707070769054,1,character
shoyo hinata & tobio kageyama,1385,1690252096459,1,character
heart-racing xianghua,1318,1705592755166,1,character
suketoudara ver. doraemon,2434,1684754419516,1,character
guiding raffina,5412,1704547814203,1,character
teniprisu/yellow,4445,1686271226240,1,character
bahar ver. u-17/materials,4444,1710603500456,1,material
teniprisu/purple,5445,1686270625342,1,character
teniprisu/green,3445,1686271227175,1,character
teniprisu/blue,2445,1686271228163,1,character
teniprisu,1445,1686271829025,1,character
teniprisu/red,1445,1686271829026,1,character
テニプリス,1445,1686271829029,1,character
くろいポポイ,5035,1686573668358,1,character
フェーリの本命チョコ,5038,1686573668517,1,material
lovestruck feli,5038,1686573668525,1,character
lovestruck feli/materials,5038,1686573668516,1,material
amitie,1010,1710180372695,1,character
panda,4437,1693916685725,1,character
ryomen sukuna,1437,1688829261741,1,character
両面宿儺,1437,1688829261742,1,character
toge inumaki,3437,1688829261809,1,character
狗巻棘,3437,1688829261809,1,character
パンダ,4437,1693916685726,1,character
pirate's jersey,4444,1710603500454,1,material
honoka yukishiro,2450,1699419343486,1,character
origami sora & rock gyura,3447,1690252096341,1,character
sora & gyura ver. t&b2,3447,1690252096339,1,character
折紙ソラ&ロックギューラ,3447,1690252096341,1,character
